"","Response_01","Response_02","Response_03","Response_04","Response_05","Response_06","Response_07","Response_08","Response_09","Response_10","Response_11","Response_12","Response_13","Response_14","Response_15","Response_16","Response_17","Response_18","Response_19","Response_20","Response_21","Response_22","Response_23","Response_24","Response_25","Response_26","Response_27","Response_28","Response_29","Response_30","Response_31","Response_32","Response_33","Response_34","Response_35","Response_36","Response_37","Response_38","Response_39","Response_40","Response_41","Response_42","Response_43","Response_44","Response_45","Response_46","Response_47","Response_48","Response_49","Response_50","Response_51","Response_52","Response_53","Response_54","Response_55","Response_56","Response_57","Response_58","Response_59","Response_60","Response_61","Response_62","Response_63","Response_64","Response_65","Response_66","Response_67","Response_68","Response_69","Response_70","Response_71"
"396","cat","dog","horse","giraffe","human","fish","ferret","bird","tiger","lion","iguana","lizard","panda","dinosaur","goat","sheep","wolf","donkey","stallion","pigeon","parrot","rat","mouse","beaver","black bear","polar bear","gazelle","goldfish","salmon","turtle","snail","frog","mountain lion","coyote","peccary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","cheetah","dog","cat","mouse","human","rat","zebra","lion","jaguar","rhinoceros","meerkat","deer","elk","moose","bear","brown bear","black bear","polar bear","grizzly bear","goat","mountain goat","sheep","lamb","cow","pig","hen","chicken","boar","horse","stallion","mule","coyote","kangaroo","tiger","bengal tiger","chimpanzee","gorilla","orangutan","antelope","turtle","water buffalo","buffalo","eagle","hawk","cardinal","peacock","crow","raven","dolphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","dog","cat","great white shark","lion","rhinoceros","panther","jaguar","spider","eagle","sparrow","human","snake","komodo dragon","zebra","hippopotamus","horse","chicken","duck","lamb","sheep","ape","monkey","pig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","goose","swan","cat","duck","jaguar","dog","feline","lion","wolf","horse","goat","fox","rabbit","elephant","giraffe","bird","hippopotamus","penguin","flamingo","squirrel","snake","lizard","german shepherd","poodle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","cat","dog","horse","cow","pig","sheep","goat","bird","eagle","dolphin","penguin","giraffe","elephant","sloth","raven","lion","tiger","white tiger","pony","pigeon","seagull","shark","eel","octopus","sting ray","mosquito","human","monkey","ape","chimpanzee","bull","elk","deer","raccoon","walrus","otter","hamster","snake","iguana","toad","frog","llama","alpaca","vulture","crow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","dog","cat","mouse","frog","hamster","snake","monkey","lion","tiger","giraffe","bird","lizard","ferret","rat","pig","horse","cow","chicken","rooster","quail","hummingbird","eagle","owl","python","german shepherd","siberian husky","bearded dragon","guinea pig","sugar glider","fish","shark","whale","dolphin","crab","starfish","gorilla","fox","turtle","kangaroo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","horse","bird","turtle","gopher","zebra","lizard","toad","tuna","lion","black bear","newt","otter","cobra","jellyfish","lobster","coyote","elephant","robin","cat","dog","leopard","whale","sting ray","starfish","butterfly","dolphin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","monkey","panda","lion","tiger","lizard","snake","penguin","ant","spider","elephant","camel","mountain lion","whale","goldfish","crab","lobster","oyster","giraffe","horse","dolphin","tuna","catfish","cow","pig","lamb","donkey","alligator","ape","groundhog","chicken","rooster","peacock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","dog","cat","horse","rhinoceros","eagle","snake","giraffe","polar bear","grizzly bear","antelope","deer","hippopotamus","fish","shark","lion","tiger","vulture","penguin","cow","pig","ostrich","kangaroo","spider","chicken","rooster","bull","mouse","muskrat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","monkey","cat","dog","fish","goldfish","shark","penguin","bird","rat","horse","pig","chicken","duck","goose","hamster","betta fish","seahorse","deer","bear","polar bear","seal","otter","beaver","snake","frog","insect","lobster","shrimp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","dog","cat","elephant","rhinoceros","wolf","owl","bird","parrot","bat","snake","rat","ferret","corgi","pug","whale","dolphin","starfish","hamster","eel","kangaroo","sloth","cow","pig","chicken","lamb","deer","elk","tiger","lion","poodle","boxer","flamingo","anteater","otter","fox","rabbit","hawk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","dog","cat","deer","buck","lion","giraffe","penguin","sloth","tiger","kangaroo","bird","pigeon","frog","tarantula","pit bull","chihuahua","boxer","snow leopard","horse","donkey","dragon","rat","mouse","gerbil","rabbit","jackrabbit","peacock","pig","chicken","cow","rooster","polar bear","bear","black bear","brown bear","monkey","gorilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","dog","cat","mouse","snake","tortoise","chicken","rabbit","bunny","calf","cow","toad","kitten","bird","pigeon","seal","whale","pig","gerbil","fish","goat","tiger","lion","rhinoceros","monkey","ape","toucan","panda","brown bear","polar bear","sloth","platypus","rattlesnake","goldfish","naked mole-rat","duck","sheep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","horse","cat","dog","lizard","cheetah","frog","giraffe","zebra","toad","fish","whale","shark","snake","snail","lion","gazelle","boar","sting ray","gerbil","hamster","spider","eel","tuna","goose","duck","alligator","cow","pig","antelope","flamingo","mouse","rodent","rat","insect","lamb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","dog","wolf","sheep","cow","horse","bird","lizard","parrot","hippopotamus","fish","frog","gopher","rabbit","fox","bunny","jackrabbit","skunk","moose","deer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","pig","cow","horse","sheep","dog","cat","dolphin","jellyfish","turtle","monkey","lion","tiger","bear","armadillo","eel","snake","zebra","giraffe","elephant","gazelle","insect","ant","caterpillar","spider","bat","bird","pelican","finch","cardinal","butterfly","hamster","gerbil","bunny","chameleon","tarantula","lizard","pony","cheetah","jaguar","chicken","hen","rooster","dove","kitten","puppy","rat","mouse","vulture","cockroach","seal","shark","whale","rabbit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","dog","cat","rat","mouse","giraffe","monkey","elephant","tiger","lion","cheetah","ferret","lizard","gecko","pig","chicken","cow","goat","rooster","flamingo","bird","bat","bear","polar bear","fish","ant","shark","turtle","zebra","sting ray","llama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","dog","cat","zebra","giraffe","lizard","snake","bird","spider","newt","salamander","fish","octopus","frog","monkey","horse","pig","chicken","deer","bunny","squirrel","rat","mouse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","dog","cat","monkey","giraffe","rhinoceros","bird","pelican","butterfly","moth","spider","grasshopper","poodle","corgi","sting ray","manta ray","manatee","dinosaur","lion","tiger","bobcat","cheetah","zebra","horse","pig","chicken","cow","donkey","alpaca","camel","hawk","eagle","owl","snake","rattlesnake","boa constrictor","elephant","rabbit","hare","fox","hummingbird","parrot","toucan","ladybug","flying squirrel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","dog","cat","mouse","goose","bird","finch","duck","cow","horse","mule","donkey","chicken","rooster","sheep","lamb","lizard","ferret","shark","octopus","sea sponge","anteater","tiger","lion","bear","bunny","sloth","fox","hound","whale","fish","sting ray","monkey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","horse","chicken","dog","cat","fish","bull","sheep","elephant","giraffe","lion","tiger","dolphin","unicorn","hen","whale","snake","rat","mouse","hamster","cow","bird","owl","jaguar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","cow","human","chicken","dog","cat","pig","calf","goose","bird","owl","tiger","lion","elephant","giraffe","penguin","swan","flamingo","rooster","fish","jellyfish","lobster","crocodile","alligator","octopus","sloth","doe","deer","blue jay","squirrel","horse","coyote","skunk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","cat","dog","hamster","goldfish","songbird","turtle","tortoise","frog","toad","snail","snake","spider","tarantula","rat","pig","horse","worm","bat","tiger","jaguar","lion","sparrow","wolf","crab","hermit crab","robin","lizard","vulture","catfish","trout","elephant","hippopotamus","penguin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","cat","bear","lion","octopus","zebra","emu","mongoose","ferret","fish","hedgehog","giraffe","cougar","elephant","parrot","bird","pigeon","guinea pig","hamster","duck","goat","cheetah","sheep","lamb","wolf","coyote","rabbit","pig","piglet","cub","polar bear","fox","leopard","pit bull","whale","owl","jaguar","falcon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","giraffe","kangaroo","elephant","dog","cat","owl","rat","mouse","polar bear","black bear","koala","tiger","lion","seal","emu","rhinoceros","hippopotamus","puma","cheetah","jaguar","panther","meerkat","gopher","groundhog","snake","frog","fish","lemur","zebra","horse","pony","mule","toucan","bald eagle","beaver","otter","bobcat","hyena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","dog","bear","cat","lion","boar","giraffe","hippopotamus","alligator","crocodile","fish","goldfish","hamster","peacock","buffalo","chick","yak","whale","shark","grizzly bear","mountain lion","eagle","hawk","pigeon","seagull","ant","polar bear","monkey","wolf","ostrich","ape",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","bird","cow","eagle","fox","dog","cat","mouse","snake","rhinoceros","tiger","lion","elephant","monkey","koala","seal","fish","shark","whale","chicken","pig","duck","rat","hippopotamus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","snake","monkey","owl","hippopotamus","bat","goat","rhinoceros","cat","rabbit","whale","rat","mouse","goldfish","shark","eel","seal","horse","chicken","opossum","fly","sheep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","cat","dog","frog","chicken","goose","donkey","horse","dove","lobster","lizard","whale","shark","pig","goat","crocodile","alligator","shrimp","fish","duck","bat","warthog","zebra","lion","tiger","monkey","owl","python","swan","clam","penguin","seal","polar bear","bear","elk","deer","bobcat","mountain lion","buffalo","turkey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","cat","dog","fish","rat","bird","lion","tiger","shark","fox","shrimp","frog","fly","mosquito","panda","bear","gorilla","ape","lioness","puma","bee","snake","mouse","insect","hamster","peacock","goat","cow","chicken","pig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","cat","dog","zebra","giraffe","bird","dinosaur","amphibian","fish","whale","rabbit","bunny","crocodile","eagle","sheep","goat","lamb","cow","spider","elephant","coyote","seal","squirrel","chipmunk","hummingbird","crab","panda","bear","penguin","dalmatian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","duck","dog","cow","flamingo","chicken","sparrow","cat","bird","mouse","rodent","hamster","pig","zebra","giraffe","gorilla","eagle","lizard","butterfly","spider","ant","squid","fish","whale","shark","jellyfish","flounder","hammerhead shark","great white shark","penguin","horse","orca","crab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","cat","dog","pig","mouse","scorpion","lion","tiger","armadillo","jaguar","snake","lizard","porcupine","alligator","kangaroo","giraffe","otter","gazelle","monkey","ape","mountain lion","turtle","gorilla","cheetah","bobcat","cobra","guinea pig","ant","sloth","donkey","horse","turkey","zebra","elephant","orangutan","iguana","bird","dinosaur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","giraffe","lion","tiger","elephant","dolphin","whale","orca","sperm whale","chimpanzee","human","deer","stag","golden retriever","bear","ocelot","mountain lion","orangutan","squirrel","chipmunk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","snow leopard","owl","cow","sheep","pig","dog","cat","lion","tiger","snake","gorilla","baboon","whale","shark","goldfish","swordfish","jaguar","panther","horse","yak","bull","chicken","rooster","bear","shrimp","frog","toad","guinea pig","chinchilla","turtle","tortoise","liger","giraffe","rhinoceros","elephant","lemur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","cat","dog","pig","cow","deer","rat","raccoon","tiger","lion","mountain lion","skunk","fox","lizard","gecko","wasp","chicken","horse","duck","giraffe","rhinoceros","bald eagle","eagle","bird","turtle","cheetah","monkey","gorilla","sheep","peacock","mouse","scorpion","alligator","fish",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","cow","rat","cat","dog","lion","tiger","bear","snake","rattlesnake","roadrunner","quail","parrot","bird","flamingo","seagull","whale","seal","fish","trout","carp","salmon","tuna","walrus","ant","monkey","baboon","kangaroo","penguin","deer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","bunny","dog","cat","hamster","pet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","cat","dog","mouse","rat","snake","gerbil","hamster","giraffe","rhinoceros","gorilla","monkey","bird","kiwi bird","penguin","cardinal","tiger","cheetah","leopard","jaguar","ram","goat","mountain goat","chicken","cow","hen","bull","lizard","turtle","dolphin","octopus","shark","great white shark","hammerhead shark","otter","seal","bald eagle","hawk","owl","worm","fly","beetle","spider","ant","fish","guinea pig","seahorse","horse","parrot","crab","tortoise","alligator",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","cat","dog","beagle","husky","persian cat","cheetah","lion","tiger","bear","turtle","eel","dolphin","shark","seal","blue whale","cow","horse","goat","llama","alpaca","chicken","rooster","hen","penguin","pigeon","cardinal","sparrow","crow","hawk","eagle","kangaroo","elephant","rhinoceros","hippopotamus","mouse","rat","frog","black bear","brown bear","emu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","pig","horse","rooster","dog","cat","lizard","bird","hamster","lamb","goat","giraffe","lion","tiger","panda","penguin","panther","jaguar","duck","polar bear","bear","rabbit","bunny","deer","antelope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","cat","dog","fish","turtle","reptile","hippopotamus","giraffe","whale","shark","seal","polar bear","bear","owl","parrot","hamster","snail","gorilla","frog","toad","zebra","elephant","platypus","jellyfish","starfish","dolphin","crab","lobster","cow","horse","pig","chicken","tortoise","lion","tiger","lamb","sheep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","dog","cat","mouse","zebra","elephant","rat","german shepherd","giraffe","fish","shark","monkey","ape","gorilla","frog","vulture","rabbit","whale","lemur","lion","lioness","tiger","bull","rooster","hen","cow","pig","sheep","human",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","dog","cat","zebra","lion","hippopotamus","horse","whale","dolphin","shark","monkey","ape","coyote","sloth","cow","pig","goat","guinea pig","ostrich","bear","deer","elk","kangaroo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","dog","cat","shark","fish","giraffe","crocodile","pig","lizard","bird","peacock","whale","monkey","orangutan","ape","baboon","tiger","lion","zebra","elephant","hyena","wolf","deer","beaver","duck","goose","polar bear","walrus","seal","bobcat","mountain lion","sea urchin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","dog","cat","rat","horse","tiger","owl","bear","octopus","mouse","aardvark","ram","goat","chicken","cow","pig","lion","bat","lemur","monkey","chimpanzee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","cat","dog","fish","cow","kitten","puppy","horse","jaguar","guinea pig","chicken","turtle","whale","shark","dolphin","lion","bird","hippopotamus","snake","rabbit","bunny","seagull","starfish","jellyfish","crab","clam","lobster","octopus","cheetah","lizard","chihuahua","pit bull",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","dog","cat","elephant","rhinoceros","bear","mouse","rat","duck","goose","bird","fox","lion","seagull","parrot","gerbil","cheetah","fish","elk","moose","tiger","jaguar","stallion","horse","cow","pig","sheep","goat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","cat","dog","mouse","horse","pig","goat","rat","ox","sheep","ram","cow","deer","jaguar","cheetah","mountain lion","hyena","lion","coyote","scorpion","giraffe","elephant","whale","shark","tuna","fish","sea turtle","clam","parrot","penguin","koala","antelope","platypus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","dog","cat","bird","lizard","donkey","elephant","giraffe","rhinoceros","lion","tiger","liger","peacock","turtle","tortoise","panther","jaguar","hawk","hedgehog","rat","mouse","ostrich","goat","snake","anteater","antelope","deer","elk","moose","cow","bull","chicken",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","cheetah","flamingo","tiger","elephant","dog","cat","bunny","bird","frog","iguana","pigeon","toucan","snail","butterfly","fish","dove","swan","eagle","hawk","sparrow","crab","lobster","shrimp","chicken","cow","pig","goat","shark","whale","sting ray","jellyfish","clownfish","worm","snake","fox","deer","horse","seahorse","turtle","octopus","hamster","rat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","pig","donkey","giraffe","mammal","marsupial","duck","dog","cat","puppy","kitten","otter","panda","sea otter","crocodile","alligator","hippopotamus","anteater","kangaroo","penguin","bass","shark","whale","zebra","platypus","crab","horse","ant","beetle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
